sku,title,manufacturer,brand,disco,description,weight,upc,mpn,country_of_manufacture,image1,image2,image3,image4,image5,image6,wholesale_price,msrp,main_cat_1,sub_cat_1,main_cat_2,sub_cat_2,main_cat_3,sub_cat_3,main_cat_4,sub_cat_4,date_added
HC-18558,Flavored Condom (144 Pack) in Watermelon,HardCover,HardCover,F,Lollypops are tasty fruit flavored latex condoms from HardCover Standard size Package contains 144 individually wrapped condoms Flavor - Watermelon,0.88,8.23E+11,18558,,https://media.sextoydropshipping.ca/catalog/product/cache/7/image/9df78eab33525d08d6e5fb8d27136e95/H/C/HC-18558_23122_1.jpg,https://media.sextoydropshipping.ca/catalog/product/cache/7/image/9df78eab33525d08d6e5fb8d27136e95/H/C/HC-18558_14781_1.jpg,,,,,28.99,79.99,Condoms,,,,,,,,7/26/2011
